Date Reported,Date Occurred,Month,Day,Year,Time Occurred,Hour,Area ID,Area Name,Location ,Latitude,Longitude,Description,Classified Crime Type
1/4/2013,12/29/2012,12,29,2012,1740,17,8,West LA,"(34.0552, -118.3979)",34.0858,-118.3979,SHOOTING,Robbery from commercial
1/5/2013,12/15/2012,12,15,2012,1200,12,8,West LA,"(34.0406, -118.4275)",34.0956,-118.4275,SHOOTING,Robbery from commercial
1/5/2013,12/26/2012,12,26,2012,2015,20,9,Van Nuys,"(34.1517, -118.4531)",33.7415,-118.4531,SHOOTING,Robbery from commercial
2/18/2013,12/26/2012,12,26,2012,2017,20,9,Van Nuys,"(34.1517, -118.4531)",33.7887,-118.4531,SHOOTING,Robbery from commercial
1/7/2013,12/30/2012,12,30,2012,1730,17,11,Northeast,"(34.1265, -118.2628)",34.0348,-118.2628,SHOOTING,Robbery from commercial
1/24/2014,12/21/2012,12,21,2012,815,8,17,Devonshire,"(34.2557, -118.5023)",33.9974,-118.5023,SHOOTING,Robbery from commercial
1/24/2014,12/21/2012,12,21,2012,755,7,19,Mission,"(34.233, -118.4386)",34.0082,-118.4386,SHOOTING,Robbery from commercial
1/1/2013,12/31/2012,12,31,2012,2320,23,10,West Valley,"(34.1994, -118.4946)",34.0593,-118.4946,SEXUAL ASSAULT,Shooting
1/1/2013,12/31/2012,12,31,2012,2320,23,10,West Valley,"(34.1994, -118.4946)",34.0495,-118.4946,SEXUAL ASSAULT,Shooting
7/12/2013,1/5/2012,1,5,2012,200,2,2,Rampart,"(34.0656, -118.2678)",34.0482,-118.2678,LARCENY FROM AUTO,Sexual Assault
1/15/2015,1/1/2012,1,1,2012,5,0,2,Rampart,"(34.0723, -118.2831)",34.0439,-118.2831,LARCENY FROM AUTO,Sexual Assault
3/16/2014,9/1/2012,9,1,2012,1,0,3,Southwest,"(34.0163, -118.3507)",34.0381,-118.3507,LARCENY FROM AUTO,Sexual Assault
1/15/2015,1/1/2012,1,1,2012,100,1,3,Southwest,"(34.0168, -118.3491)",34.0341,-118.3491,LARCENY FROM AUTO,Sexual Assault
3/24/2013,12/1/2012,12,1,2012,1200,12,4,Hollenbeck,"(34.0229, -118.2154)",34.0407,-118.2154,LARCENY FROM AUTO,Sexual Assault
9/12/2014,1/1/2012,1,1,2012,1200,12,4,Hollenbeck,"(34.0624, -118.2032)",34.0459,-118.2032,LARCENY FROM AUTO,Sexual Assault
5/28/2015,1/1/2012,1,1,2012,1,0,5,Harbor,"(33.7823, -118.2744)",34.0515,-118.2744,LARCENY FROM AUTO,Sexual Assault
11/22/2013,11/1/2012,11,1,2012,400,4,8,West LA,"(34.0374, -118.4082)",34.0388,-118.4082,LARCENY FROM AUTO,Sexual Assault
3/26/2013,5/1/2012,5,1,2012,1100,11,12,77th Street,"(33.9782, -118.2871)",34.0357,-118.2871,LARCENY FROM AUTO,Sexual Assault
3/11/2016,1/1/2012,1,1,2012,1,0,12,77th Street,"(33.9924, -118.3068)",34.0639,-118.3068,LARCENY FROM AUTO,Sexual Assault
5/29/2013,9/3/2012,9,3,2012,2300,23,15,N Hollywood,"(34.1926, -118.403)",34.0426,-118.403,LARCENY FROM AUTO,Sexual Assault
11/18/2015,1/1/2012,1,1,2012,1,0,15,N Hollywood,"(34.1631, -118.4084)",34.0764,-118.4084,LARCENY FROM AUTO,Sexual Assault
10/20/2016,10/13/2012,10,13,2012,1500,15,15,N Hollywood,"(34.1673, -118.3816)",34.0473,-118.3816,LARCENY FROM AUTO,Sexual Assault
6/19/2015,8/1/2012,8,1,2012,1300,13,16,Foothill,"(34.2743, -118.4181)",34.0554,-118.4181,LARCENY FROM AUTO,Sexual Assault
1/22/2013,12/25/2012,12,25,2012,200,2,19,Mission,"(34.3034, -118.4571)",34.0763,-118.4571,LARCENY FROM AUTO,Sexual Assault
2/28/2013,6/3/2012,6,3,2012,1200,12,19,Mission,"(34.2356, -118.4698)",34.0763,-118.4698,LARCENY FROM AUTO,Sexual Assault
3/11/2013,6/11/2012,6,11,2012,1440,14,19,Mission,"(34.3181, -118.4184)",34.0815,-118.4184,LARCENY FROM AUTO,Sexual Assault
9/3/2015,8/1/2012,8,1,2012,1,0,21,Topanga,"(34.205, -118.631)",34.0749,-118.631,LARCENY FROM AUTO,Sexual Assault
10/12/2014,10/11/2012,10,11,2012,2330,23,6,Hollywood,"(34.0908, -118.3025)",34.0729,-118.3025,LARCENY FROM AUTO,Larceny from Auto
1/4/2013,12/24/2012,12,24,2012,1200,12,17,Devonshire,"(34.2965, -118.5173)",34.029,-118.5173,LARCENY FROM AUTO,Larceny from Auto
1/5/2013,12/31/2012,12,31,2012,1400,14,20,Olympic,"(34.0446, -118.3061)",34.0256,-118.3061,LARCENY FROM AUTO,Larceny from Auto
1/7/2013,12/20/2012,12,20,2012,2100,21,1,Central,"(34.037, -118.2651)",34.0252,-118.2651,LARCENY FROM AUTO,Larceny from Auto
1/1/2013,12/31/2012,12,31,2012,2000,20,3,Southwest,"(34.036, -118.3189)",34.0486,-118.3189,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,10/28/2012,10,28,2012,1730,17,4,Hollenbeck,"(34.066, -118.2154)",33.7888,-118.2154,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,12/31/2012,12,31,2012,800,8,5,Harbor,"(33.7925, -118.2492)",34.121,-118.2492,LARCENY FROM AUTO,Larceny from Auto
1/24/2013,9/30/2012,9,30,2012,1500,15,5,Harbor,"(33.7895, -118.3027)",34.1052,-118.3027,LARCENY FROM AUTO,Larceny from Auto
3/1/2013,12/22/2012,12,22,2012,1,0,5,Harbor,"(33.8584, -118.3051)",34.0981,-118.3051,LARCENY FROM AUTO,Larceny from Auto
4/22/2013,12/10/2012,12,10,2012,900,9,5,Harbor,"(33.8609, -118.2861)",34.0992,-118.2861,LARCENY FROM AUTO,Larceny from Auto
1/4/2013,12/28/2012,12,28,2012,2300,23,6,Hollywood,"(34.0998, -118.3324)",34.0535,-118.3324,LARCENY FROM AUTO,Larceny from Auto
1/5/2013,12/29/2012,12,29,2012,1,0,6,Hollywood,"(34.1016, -118.3348)",34.0761,-118.3348,LARCENY FROM AUTO,Larceny from Auto
1/8/2013,12/31/2012,12,31,2012,1020,10,7,Wilshire,"(34.0405, -118.3395)",34.0537,-118.3395,LARCENY FROM AUTO,Larceny from Auto
1/19/2013,12/25/2012,12,25,2012,1600,16,7,Wilshire,"(34.079, -118.326)",34.048,-118.326,LARCENY FROM AUTO,Larceny from Auto
1/5/2013,12/30/2012,12,30,2012,1700,17,8,West LA,"(34.0507, -118.443)",34.1722,-118.443,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/31/2012,12,31,2012,1800,18,9,Van Nuys,"(34.1976, -118.4662)",34.1589,-118.4662,LARCENY FROM AUTO,Larceny from Auto
1/11/2013,12/26/2012,12,26,2012,1,0,9,Van Nuys,"(34.2069, -118.4312)",34.2195,-118.4312,LARCENY FROM AUTO,Larceny from Auto
1/28/2013,12/30/2012,12,30,2012,142,1,9,Van Nuys,"(34.1522, -118.4203)",34.1341,-118.4203,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,11/11/2012,11,11,2012,1300,13,10,West Valley,"(34.1939, -118.5335)",34.1143,-118.5335,LARCENY FROM AUTO,Larceny from Auto
1/4/2013,12/27/2012,12,27,2012,1900,19,10,West Valley,"(34.2157, -118.5263)",34.0755,-118.5263,LARCENY FROM AUTO,Larceny from Auto
5/2/2013,4/30/2012,4,30,2012,2030,20,10,West Valley,"(34.1587, -118.4988)",34.0909,-118.4988,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,10/23/2012,10,23,2012,1500,15,11,Northeast,"(34.1078, -118.2064)",33.9797,-118.2064,LARCENY FROM AUTO,Larceny from Auto
1/8/2013,12/31/2012,12,31,2012,1500,15,11,Northeast,"(34.1, -118.2874)",33.9728,-118.2874,LARCENY FROM AUTO,Larceny from Auto
1/10/2013,12/23/2012,12,23,2012,2200,22,11,Northeast,"(34.1159, -118.2578)",33.9582,-118.2578,LARCENY FROM AUTO,Larceny from Auto
7/22/2013,10/23/2012,10,23,2012,1500,15,12,77th Street,"(33.9897, -118.3067)",33.9678,-118.3067,LARCENY FROM AUTO,Larceny from Auto
1/11/2013,12/12/2012,12,12,2012,2130,21,14,Pacific,"(33.9857, -118.4435)",34.1784,-118.4435,LARCENY FROM AUTO,Larceny from Auto
1/24/2013,12/16/2012,12,16,2012,830,8,14,Pacific,"(33.9759, -118.3897)",34.1399,-118.3897,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,12/31/2012,12,31,2012,2000,20,15,N Hollywood,"(34.1922, -118.3637)",34.2796,-118.3637,LARCENY FROM AUTO,Larceny from Auto
1/7/2013,12/17/2012,12,17,2012,2100,21,15,N Hollywood,"(34.1749, -118.4041)",34.2345,-118.4041,LARCENY FROM AUTO,Larceny from Auto
1/8/2013,12/18/2012,12,18,2012,2300,23,15,N Hollywood,"(34.1414, -118.3686)",34.2348,-118.3686,LARCENY FROM AUTO,Larceny from Auto
1/14/2013,4/20/2012,4,20,2012,2100,21,15,N Hollywood,"(34.1337, -118.3632)",34.248,-118.3632,LARCENY FROM AUTO,Larceny from Auto
2/24/2013,2/23/2012,2,23,2012,200,2,15,N Hollywood,"(34.1558, -118.3921)",34.2405,-118.3921,LARCENY FROM AUTO,Larceny from Auto
5/17/2013,12/20/2012,12,20,2012,1200,12,15,N Hollywood,"(34.2008, -118.3982)",34.2595,-118.3982,LARCENY FROM AUTO,Larceny from Auto
12/27/2014,8/10/2012,8,10,2012,1200,12,15,N Hollywood,"(34.1577, -118.3702)",33.9581,-118.3702,LARCENY FROM AUTO,Larceny from Auto
1/15/2013,12/23/2012,12,23,2012,15,0,16,Foothill,"(34.2181, -118.3965)",33.9329,-118.3965,LARCENY FROM AUTO,Larceny from Auto
2/11/2013,12/7/2012,12,7,2012,2100,21,16,Foothill,"(34.2558, -118.4073)",33.9572,-118.4073,LARCENY FROM AUTO,Larceny from Auto
12/9/2015,12/5/2012,12,5,2012,800,8,16,Foothill,"(34.2457, -118.2692)",34.241,-118.2692,LARCENY FROM AUTO,Larceny from Auto
1/11/2013,1/28/2012,1,28,2012,500,5,17,Devonshire,"(34.2728, -118.4807)",34.2751,-118.4807,LARCENY FROM AUTO,Larceny from Auto
1/14/2013,12/22/2012,12,22,2012,730,7,18,Southeast,"(33.9431, -118.2327)",34.0763,-118.2327,LARCENY FROM AUTO,Larceny from Auto
2/12/2013,10/17/2012,10,17,2012,2300,23,18,Southeast,"(33.9424, -118.2869)",34.04,-118.2869,LARCENY FROM AUTO,Larceny from Auto
2/12/2013,2/10/2012,2,10,2012,200,2,18,Southeast,"(33.9332, -118.2463)",34.0653,-118.2463,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/20/2012,12,20,2012,1400,14,19,Mission,"(34.2362, -118.4654)",34.0577,-118.4654,LARCENY FROM AUTO,Larceny from Auto
12/17/2013,12/11/2012,12,11,2012,2330,23,19,Mission,"(34.2336, -118.4334)",34.1914,-118.4334,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/31/2012,12,31,2012,1700,17,20,Olympic,"(34.0578, -118.2916)",34.0487,-118.2916,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/30/2012,12,30,2012,1040,10,20,Olympic,"(34.055, -118.2877)",34.0384,-118.2877,LARCENY FROM AUTO,Larceny from Auto
9/12/2015,9/11/2012,9,11,2012,2200,22,20,Olympic,"(34.0577, -118.3066)",34.067,-118.3066,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/24/2012,12,24,2012,1700,17,21,Topanga,"(34.1697, -118.6058)",34.0439,-118.6058,LARCENY FROM AUTO,Larceny from Auto
1/12/2013,12/8/2012,12,8,2012,2300,23,1,Central,"(34.0463, -118.2371)",34.0416,-118.2371,LARCENY FROM AUTO,Larceny from Auto
1/16/2013,11/5/2012,11,5,2012,1500,15,1,Central,"(34.0446, -118.249)",34.0419,-118.249,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,12/30/2012,12,30,2012,1930,19,2,Rampart,"(34.0853, -118.299)",34.0753,-118.299,LARCENY FROM AUTO,Larceny from Auto
1/11/2013,12/27/2012,12,27,2012,1000,10,2,Rampart,"(34.0691, -118.2758)",34.0715,-118.2758,LARCENY FROM AUTO,Larceny from Auto
1/9/2013,1/1/2012,1,1,2012,1800,18,3,Southwest,"(34.0195, -118.3452)",34.0082,-118.3452,LARCENY FROM AUTO,Larceny from Auto
1/24/2013,8/9/2012,8,9,2012,1500,15,3,Southwest,"(34.0295, -118.3417)",34.0256,-118.3417,LARCENY FROM AUTO,Larceny from Auto
1/29/2013,7/18/2012,7,18,2012,1800,18,3,Southwest,"(34.0066, -118.3423)",34.0024,-118.3423,LARCENY FROM AUTO,Larceny from Auto
4/16/2013,6/10/2012,6,10,2012,1500,15,3,Southwest,"(34.0216, -118.3692)",34.0141,-118.3692,LARCENY FROM AUTO,Larceny from Auto
7/30/2013,5/10/2012,5,10,2012,1700,17,3,Southwest,"(34.0097, -118.2827)",34.0255,-118.2827,LARCENY FROM AUTO,Larceny from Auto
12/14/2013,12/13/2012,12,13,2012,2100,21,3,Southwest,"(34.0109, -118.2959)",34.0068,-118.2959,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/31/2012,12,31,2012,1730,17,4,Hollenbeck,"(34.0407, -118.1939)",34.0451,-118.1939,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,12/31/2012,12,31,2012,2230,22,4,Hollenbeck,"(34.0224, -118.2091)",34.0189,-118.2091,LARCENY FROM AUTO,Larceny from Auto
1/10/2013,12/16/2012,12,16,2012,1800,18,4,Hollenbeck,"(34.0915, -118.1907)",34.0859,-118.1907,LARCENY FROM AUTO,Larceny from Auto
1/28/2013,5/15/2012,5,15,2012,2100,21,4,Hollenbeck,"(34.0468, -118.2078)",34.0395,-118.2078,LARCENY FROM AUTO,Larceny from Auto
2/28/2013,12/30/2012,12,30,2012,1,0,4,Hollenbeck,"(34.0201, -118.2104)",34.0473,-118.2104,LARCENY FROM AUTO,Larceny from Auto
4/21/2013,11/11/2012,11,11,2012,600,6,4,Hollenbeck,"(34.0732, -118.1638)",34.0477,-118.1638,LARCENY FROM AUTO,Larceny from Auto
5/18/2015,5/15/2012,5,15,2012,630,6,4,Hollenbeck,"(34.0806, -118.2192)",33.735,-118.2192,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/31/2012,12,31,2012,2100,21,5,Harbor,"(33.7288, -118.2946)",33.7244,-118.2946,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,1/2/2012,1,2,2012,730,7,5,Harbor,"(33.7794, -118.2728)",33.8374,-118.2728,LARCENY FROM AUTO,Larceny from Auto
1/9/2013,11/22/2012,11,22,2012,5,0,5,Harbor,"(33.7626, -118.3083)",33.7649,-118.3083,LARCENY FROM AUTO,Larceny from Auto
1/16/2013,12/12/2012,12,12,2012,1500,15,5,Harbor,"(33.7739, -118.2672)",33.7288,-118.2672,LARCENY FROM AUTO,Larceny from Auto
1/21/2013,12/31/2012,12,31,2012,630,6,5,Harbor,"(33.7937, -118.293)",33.7958,-118.293,LARCENY FROM AUTO,Larceny from Auto
3/5/2013,3/5/2012,3,5,2012,900,9,5,Harbor,"(33.7397, -118.2879)",33.7324,-118.2879,LARCENY FROM AUTO,Larceny from Auto
4/12/2013,4/11/2012,4,11,2012,2200,22,5,Harbor,"(33.7796, -118.2699)",33.7751,-118.2699,LARCENY FROM AUTO,Larceny from Auto
1/1/2013,12/31/2012,12,31,2012,1720,17,6,Hollywood,"(34.1017, -118.3245)",34.0853,-118.3245,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,12/23/2012,12,23,2012,945,9,6,Hollywood,"(34.0981, -118.3539)",34.0993,-118.3539,LARCENY FROM AUTO,Larceny from Auto
1/27/2013,12/25/2012,12,25,2012,2200,22,6,Hollywood,"(34.1174, -118.3753)",34.1004,-118.3753,LARCENY FROM AUTO,Larceny from Auto
1/31/2013,9/28/2012,9,28,2012,5,0,6,Hollywood,"(34.1052, -118.3726)",34.0981,-118.3726,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/30/2012,12,30,2012,1200,12,7,Wilshire,"(34.0512, -118.3386)",34.0669,-118.3386,LARCENY FROM AUTO,Larceny from Auto
1/4/2013,12/27/2012,12,27,2012,2200,22,8,West LA,"(34.0554, -118.4266)",34.057,-118.4266,LARCENY FROM AUTO,Larceny from Auto
1/5/2013,12/15/2012,12,15,2012,2200,22,8,West LA,"(34.0605, -118.4193)",34.0434,-118.4193,LARCENY FROM AUTO,Larceny from Auto
1/9/2013,12/20/2012,12,20,2012,1900,19,8,West LA,"(34.0543, -118.3874)",34.0426,-118.3874,LARCENY FROM AUTO,Larceny from Auto
1/12/2013,12/30/2012,12,30,2012,1700,17,8,West LA,"(34.0533, -118.4652)",34.0363,-118.4652,LARCENY FROM AUTO,Larceny from Auto
1/29/2013,10/17/2012,10,17,2012,1700,17,8,West LA,"(34.0484, -118.4411)",34.0508,-118.4411,LARCENY FROM AUTO,Larceny from Auto
2/7/2013,8/15/2012,8,15,2012,1200,12,8,West LA,"(34.0585, -118.4119)",34.0315,-118.4119,LARCENY FROM AUTO,Larceny from Auto
2/22/2013,6/1/2012,6,1,2012,1000,10,8,West LA,"(34.1018, -118.4452)",34.0493,-118.4452,LARCENY FROM AUTO,Larceny from Auto
3/26/2013,12/15/2012,12,15,2012,800,8,8,West LA,"(34.0538, -118.5383)",34.0456,-118.5383,LARCENY FROM AUTO,Larceny from Auto
6/9/2015,6/5/2012,6,5,2012,1600,16,8,West LA,"(34.0664, -118.4844)",34.1649,-118.4844,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/31/2012,12,31,2012,1700,17,9,Van Nuys,"(34.1513, -118.4509)",34.1903,-118.4509,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/30/2012,12,30,2012,800,8,9,Van Nuys,"(34.154, -118.4138)",34.1776,-118.4138,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,12/31/2012,12,31,2012,1900,19,9,Van Nuys,"(34.1564, -118.4659)",34.1703,-118.4659,LARCENY FROM AUTO,Larceny from Auto
1/5/2013,12/26/2012,12,26,2012,815,8,9,Van Nuys,"(34.2069, -118.4312)",34.1811,-118.4312,LARCENY FROM AUTO,Larceny from Auto
2/4/2013,11/1/2012,11,1,2012,800,8,9,Van Nuys,"(34.1702, -118.4181)",34.1847,-118.4181,LARCENY FROM AUTO,Larceny from Auto
2/23/2013,12/2/2012,12,2,2012,1200,12,9,Van Nuys,"(34.1939, -118.4662)",34.183,-118.4662,LARCENY FROM AUTO,Larceny from Auto
3/11/2013,3/11/2012,3,11,2012,1200,12,9,Van Nuys,"(34.1649, -118.4512)",34.1785,-118.4512,LARCENY FROM AUTO,Larceny from Auto
4/3/2013,6/12/2012,6,12,2012,1300,13,9,Van Nuys,"(34.1827, -118.4575)",34.1794,-118.4575,LARCENY FROM AUTO,Larceny from Auto
4/8/2013,12/1/2012,12,1,2012,800,8,9,Van Nuys,"(34.1794, -118.4377)",34.153,-118.4377,LARCENY FROM AUTO,Larceny from Auto
5/20/2013,5/20/2012,5,20,2012,1200,12,9,Van Nuys,"(34.1412, -118.427)",34.1386,-118.427,LARCENY FROM AUTO,Larceny from Auto
10/12/2014,10/11/2012,10,11,2012,2100,21,9,Van Nuys,"(34.2012, -118.4462)",34.155,-118.4462,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,10/27/2012,10,27,2012,1630,16,10,West Valley,"(34.1939, -118.4815)",34.1903,-118.4815,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/28/2012,12,28,2012,1700,17,10,West Valley,"(34.2084, -118.5535)",34.212,-118.5535,LARCENY FROM AUTO,Larceny from Auto
1/30/2013,12/15/2012,12,15,2012,2030,20,10,West Valley,"(34.1686, -118.5186)",34.1775,-118.5186,LARCENY FROM AUTO,Larceny from Auto
3/5/2013,12/20/2012,12,20,2012,1900,19,10,West Valley,"(34.1877, -118.5142)",34.1993,-118.5142,LARCENY FROM AUTO,Larceny from Auto
3/13/2013,12/6/2012,12,6,2012,1730,17,10,West Valley,"(34.1903, -118.508)",34.1957,-118.508,LARCENY FROM AUTO,Larceny from Auto
1/1/2013,12/31/2012,12,31,2012,2230,22,11,Northeast,"(34.1233, -118.2671)",34.1351,-118.2671,LARCENY FROM AUTO,Larceny from Auto
1/1/2013,12/28/2012,12,28,2012,2200,22,11,Northeast,"(34.1, -118.2313)",34.138,-118.2313,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/31/2012,12,31,2012,2200,22,11,Northeast,"(34.1109, -118.2795)",34.1033,-118.2795,LARCENY FROM AUTO,Larceny from Auto
1/6/2013,1/6/2012,1,6,2012,330,3,11,Northeast,"(34.0934, -118.2974)",34.1131,-118.2974,LARCENY FROM AUTO,Larceny from Auto
1/6/2013,1/5/2012,1,5,2012,1930,19,11,Northeast,"(34.1039, -118.2559)",34.1158,-118.2559,LARCENY FROM AUTO,Larceny from Auto
1/7/2013,11/26/2012,11,26,2012,1600,16,11,Northeast,"(34.1319, -118.2183)",34.092,-118.2183,LARCENY FROM AUTO,Larceny from Auto
1/7/2013,12/22/2012,12,22,2012,1800,18,11,Northeast,"(34.0976, -118.2862)",34.143,-118.2862,LARCENY FROM AUTO,Larceny from Auto
1/8/2013,8/25/2012,8,25,2012,2200,22,11,Northeast,"(34.0923, -118.2817)",34.0967,-118.2817,LARCENY FROM AUTO,Larceny from Auto
3/10/2013,3/10/2012,3,10,2012,1000,10,11,Northeast,"(34.0909, -118.2939)",34.141,-118.2939,LARCENY FROM AUTO,Larceny from Auto
3/23/2013,9/20/2012,9,20,2012,1200,12,11,Northeast,"(34.1245, -118.1993)",34.103,-118.1993,LARCENY FROM AUTO,Larceny from Auto
3/25/2013,10/31/2012,10,31,2012,800,8,11,Northeast,"(34.0986, -118.2729)",34.1045,-118.2729,LARCENY FROM AUTO,Larceny from Auto
7/15/2014,11/15/2012,11,15,2012,1600,16,11,Northeast,"(34.1241, -118.2208)",33.9709,-118.2208,LARCENY FROM AUTO,Larceny from Auto
1/1/2013,12/31/2012,12,31,2012,800,8,12,77th Street,"(34.0028, -118.2842)",34.0019,-118.2842,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/20/2012,12,20,2012,1400,14,12,77th Street,"(33.9824, -118.2958)",33.9728,-118.2958,LARCENY FROM AUTO,Larceny from Auto
1/29/2013,10/23/2012,10,23,2012,1200,12,12,77th Street,"(33.999, -118.3089)",33.9997,-118.3089,LARCENY FROM AUTO,Larceny from Auto
2/21/2013,12/15/2012,12,15,2012,1200,12,12,77th Street,"(33.9669, -118.2783)",33.9496,-118.2783,LARCENY FROM AUTO,Larceny from Auto
12/21/2013,12/20/2012,12,20,2012,1930,19,12,77th Street,"(33.9763, -118.3159)",34.0216,-118.3159,LARCENY FROM AUTO,Larceny from Auto
12/31/2013,9/1/2012,9,1,2012,1200,12,12,77th Street,"(33.9834, -118.3158)",33.9916,-118.3158,LARCENY FROM AUTO,Larceny from Auto
7/1/2015,1/1/2012,1,1,2012,1200,12,12,77th Street,"(33.9602, -118.2629)",34.0242,-118.2629,LARCENY FROM AUTO,Larceny from Auto
2/13/2014,9/2/2012,9,2,2012,2200,22,13,Newton,"(34.0128, -118.2712)",33.9553,-118.2712,LARCENY FROM AUTO,Larceny from Auto
1/13/2013,11/26/2012,11,26,2012,1200,12,14,Pacific,"(33.9862, -118.4533)",34.0242,-118.4533,LARCENY FROM AUTO,Larceny from Auto
1/16/2013,12/24/2012,12,24,2012,1220,12,14,Pacific,"(34.0265, -118.4279)",33.9884,-118.4279,LARCENY FROM AUTO,Larceny from Auto
3/6/2014,1/2/2012,1,2,2012,1800,18,14,Pacific,"(34.0107, -118.4411)",34.1504,-118.4411,LARCENY FROM AUTO,Larceny from Auto
1/1/2013,12/29/2012,12,29,2012,1800,18,15,N Hollywood,"(34.1649, -118.4052)",34.1595,-118.4052,LARCENY FROM AUTO,Larceny from Auto
1/1/2013,12/31/2012,12,31,2012,1900,19,15,N Hollywood,"(34.1685, -118.3743)",34.1758,-118.3743,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/31/2012,12,31,2012,1800,18,15,N Hollywood,"(34.1794, -118.3703)",34.1867,-118.3703,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/31/2012,12,31,2012,1800,18,15,N Hollywood,"(34.1794, -118.3703)",34.1562,-118.3703,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,12/20/2012,12,20,2012,1200,12,15,N Hollywood,"(34.1904, -118.4138)",34.175,-118.4138,LARCENY FROM AUTO,Larceny from Auto
1/5/2013,12/18/2012,12,18,2012,700,7,15,N Hollywood,"(34.1763, -118.3965)",34.1416,-118.3965,LARCENY FROM AUTO,Larceny from Auto
1/7/2013,12/28/2012,12,28,2012,1800,18,15,N Hollywood,"(34.1649, -118.3953)",34.1976,-118.3953,LARCENY FROM AUTO,Larceny from Auto
1/9/2013,12/21/2012,12,21,2012,1,0,15,N Hollywood,"(34.164, -118.3985)",34.1744,-118.3985,LARCENY FROM AUTO,Larceny from Auto
1/11/2013,9/24/2012,9,24,2012,800,8,15,N Hollywood,"(34.1722, -118.3719)",34.1365,-118.3719,LARCENY FROM AUTO,Larceny from Auto
1/12/2013,11/23/2012,11,23,2012,1600,16,15,N Hollywood,"(34.1467, -118.3964)",34.1685,-118.3964,LARCENY FROM AUTO,Larceny from Auto
8/13/2014,8/4/2012,8,4,2012,1000,10,15,N Hollywood,"(34.194, -118.3877)",34.2085,-118.3877,LARCENY FROM AUTO,Larceny from Auto
10/26/2014,6/1/2012,6,1,2012,935,9,15,N Hollywood,"(34.1329, -118.3559)",34.237,-118.3559,LARCENY FROM AUTO,Larceny from Auto
1/1/2013,12/26/2012,12,26,2012,1000,10,16,Foothill,"(34.271, -118.4334)",34.214,-118.4334,LARCENY FROM AUTO,Larceny from Auto
1/1/2013,12/31/2012,12,31,2012,1330,13,16,Foothill,"(34.2407, -118.3607)",34.2633,-118.3607,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/21/2012,12,21,2012,1000,10,16,Foothill,"(34.2225, -118.3878)",34.264,-118.3878,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/21/2012,12,21,2012,1300,13,16,Foothill,"(34.2308, -118.3729)",34.2085,-118.3729,LARCENY FROM AUTO,Larceny from Auto
1/2/2013,12/29/2012,12,29,2012,300,3,16,Foothill,"(34.2671, -118.4218)",34.2619,-118.4218,LARCENY FROM AUTO,Larceny from Auto
1/7/2013,12/30/2012,12,30,2012,1700,17,16,Foothill,"(34.2374, -118.3964)",34.2735,-118.3964,LARCENY FROM AUTO,Larceny from Auto
1/8/2013,12/30/2012,12,30,2012,1200,12,16,Foothill,"(34.2375, -118.3745)",34.2904,-118.3745,LARCENY FROM AUTO,Larceny from Auto
2/1/2013,7/12/2012,7,12,2012,1200,12,16,Foothill,"(34.2844, -118.4114)",34.2786,-118.4114,LARCENY FROM AUTO,Larceny from Auto
3/12/2013,11/1/2012,11,1,2012,1600,16,16,Foothill,"(34.2399, -118.3678)",34.2157,-118.3678,LARCENY FROM AUTO,Larceny from Auto
4/18/2013,12/10/2012,12,10,2012,1100,11,16,Foothill,"(34.2787, -118.4265)",34.2803,-118.4265,LARCENY FROM AUTO,Larceny from Auto
6/26/2013,11/15/2012,11,15,2012,900,9,16,Foothill,"(34.2158, -118.3944)",34.2602,-118.3944,LARCENY FROM AUTO,Larceny from Auto
1/3/2013,12/31/2012,12,31,2012,1700,17,17,Devonshire,"(34.25, -118.5823)",34.272,-118.5823,LARCENY FROM AUTO,Larceny from Auto
