Date Reported,Date Occurred,Month,Day,Year,Time Occurred,Hour,Area ID,Area Name,Location ,Latitude,Longitude,Description,Classified Crime Type
5/16/2013,5/16/2012,5,16,2012,1130,11,7,Wilshire,"(34.0362, -118.3413)",34.0362,-118.3413,ARSON,Arson
1/17/2013,11/24/2012,11,24,2012,411,4,9,Van Nuys,"(34.2048, -118.4488)",34.2048,-118.4488,ARSON,Arson
1/3/2013,12/29/2012,12,29,2012,420,4,15,N Hollywood,"(34.1486, -118.4094)",34.1486,-118.4094,ARSON,Arson
7/6/2013,11/16/2012,11,16,2012,623,6,15,N Hollywood,"(34.17, -118.3752)",34.17,-118.3752,ARSON,Arson
2/21/2013,11/4/2012,11,4,2012,1944,19,19,Mission,"(34.2943, -118.452)",34.2943,-118.452,ARSON,Arson
2/21/2013,11/15/2012,11,15,2012,2350,23,19,Mission,"(34.302, -118.4587)",34.302,-118.4587,ARSON,Arson
2/21/2013,12/17/2012,12,17,2012,211,2,19,Mission,"(34.2943, -118.4577)",34.2943,-118.4577,ARSON,Arson
1/3/2013,12/31/2012,12,31,2012,2315,23,12,77th Street,"(33.9996, -118.2954)",33.9996,-118.2954,ASSAULT,Assault
1/2/2013,12/31/2012,12,31,2012,2259,22,13,Newton,"(34.0219, -118.2571)",34.0219,-118.2571,ASSAULT,Assault
1/2/2013,12/31/2012,12,31,2012,2259,22,13,Newton,"(34.0219, -118.2571)",34.0219,-118.2571,ASSAULT,Assault
1/2/2013,12/30/2012,12,30,2012,2115,21,14,Pacific,"(33.9432, -118.4013)",33.9432,-118.4013,ASSAULT,Assault
1/1/2013,12/26/2012,12,26,2012,1645,16,1,Central,"(34.0481, -118.2507)",34.0481,-118.2507,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,2300,23,2,Rampart,"(34.0581, -118.2803)",34.0522,-118.2803,ASSAULT,Assault
6/6/2013,6/5/2012,6,5,2012,1950,19,2,Rampart,"(34.0583, -118.2616)",34.0549,-118.2616,ASSAULT,Assault
1/9/2013,10/10/2012,10,10,2012,1200,12,3,Southwest,"(34.0255, -118.2948)",34.0183,-118.2948,ASSAULT,Assault
3/21/2013,4/1/2012,4,1,2012,1,0,3,Southwest,"(34.0055, -118.2872)",34.0037,-118.2872,ASSAULT,Assault
5/15/2013,12/2/2012,12,2,2012,1550,15,3,Southwest,"(34.0173, -118.3505)",34.0263,-118.3505,ASSAULT,Assault
4/17/2014,9/1/2012,9,1,2012,1500,15,3,Southwest,"(34.0174, -118.3057)",34.0309,-118.3057,ASSAULT,Assault
4/17/2014,9/1/2012,9,1,2012,1500,15,3,Southwest,"(34.0174, -118.3057)",34.0309,-118.3057,ASSAULT,Assault
5/2/2013,7/1/2012,7,1,2012,1800,18,5,Harbor,"(33.7978, -118.287)",33.7252,-118.287,ASSAULT,Assault
10/15/2013,9/15/2012,9,15,2012,2100,21,5,Harbor,"(33.7288, -118.288)",33.7469,-118.288,ASSAULT,Assault
11/7/2013,11/7/2012,11,7,2012,1030,10,5,Harbor,"(33.862, -118.2993)",33.7876,-118.2993,ASSAULT,Assault
1/24/2013,12/29/2012,12,29,2012,1,0,6,Hollywood,"(34.1003, -118.3022)",34.0998,-118.3022,ASSAULT,Assault
6/7/2013,1/10/2012,1,10,2012,300,3,6,Hollywood,"(34.1131, -118.341)",34.1016,-118.341,ASSAULT,Assault
1/9/2013,12/30/2012,12,30,2012,2340,23,7,Wilshire,"(34.0522, -118.3499)",34.0619,-118.3499,ASSAULT,Assault
6/24/2013,10/25/2012,10,25,2012,1200,12,9,Van Nuys,"(34.1506, -118.4627)",34.1743,-118.4627,ASSAULT,Assault
1/19/2013,12/26/2012,12,26,2012,1730,17,11,Northeast,"(34.104, -118.1923)",34.1136,-118.1923,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,2130,21,12,77th Street,"(33.9675, -118.2608)",33.9818,-118.2608,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,2200,22,12,77th Street,"(33.9685, -118.2608)",33.97,-118.2608,ASSAULT,Assault
1/5/2013,1/4/2012,1,4,2012,1800,18,12,77th Street,"(33.9774, -118.286)",33.9892,-118.286,ASSAULT,Assault
1/5/2013,1/4/2012,1,4,2012,1800,18,12,77th Street,"(33.9774, -118.286)",34.0037,-118.286,ASSAULT,Assault
1/10/2013,12/28/2012,12,28,2012,2300,23,12,77th Street,"(33.9754, -118.3112)",33.9931,-118.3112,ASSAULT,Assault
1/29/2013,11/1/2012,11,1,2012,1400,14,12,77th Street,"(33.9616, -118.2782)",33.9616,-118.2782,ASSAULT,Assault
4/5/2013,12/27/2012,12,27,2012,1100,11,12,77th Street,"(33.9748, -118.263)",33.9855,-118.263,ASSAULT,Assault
4/11/2013,6/1/2012,6,1,2012,2200,22,12,77th Street,"(33.9655, -118.2914)",33.9824,-118.2914,ASSAULT,Assault
6/23/2013,6/22/2012,6,22,2012,1,0,12,77th Street,"(34.0006, -118.289)",34.0037,-118.289,ASSAULT,Assault
6/27/2013,6/29/2012,6,29,2012,1820,18,12,77th Street,"(33.9933, -118.2871)",33.9673,-118.2871,ASSAULT,Assault
10/11/2014,10/11/2012,10,11,2012,340,3,12,77th Street,"(33.9737, -118.294)",33.9875,-118.294,ASSAULT,Assault
10/11/2014,10/11/2012,10,11,2012,340,3,12,77th Street,"(33.9737, -118.294)",33.9875,-118.294,ASSAULT,Assault
12/8/2014,12/8/2012,12,8,2012,700,7,12,77th Street,"(33.9689, -118.2783)",34.0027,-118.2783,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,2230,22,13,Newton,"(34.0285, -118.2691)",33.9797,-118.2691,ASSAULT,Assault
8/30/2014,7/4/2012,7,4,2012,2330,23,13,Newton,"(34.0039, -118.2696)",34.0199,-118.2696,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,2000,20,14,Pacific,"(33.9861, -118.4709)",33.9916,-118.4709,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,2000,20,14,Pacific,"(33.9861, -118.4709)",33.9541,-118.4709,ASSAULT,Assault
10/16/2013,10/28/2012,10,28,2012,1,0,14,Pacific,"(33.9345, -118.3785)",33.9984,-118.3785,ASSAULT,Assault
5/30/2013,11/26/2012,11,26,2012,1000,10,16,Foothill,"(34.2742, -118.3965)",34.2551,-118.3965,ASSAULT,Assault
3/14/2013,3/13/2012,3,13,2012,1400,14,18,Southeast,"(33.9383, -118.2542)",33.933,-118.2542,ASSAULT,Assault
4/6/2013,4/6/2012,4,6,2012,120,1,18,Southeast,"(33.9383, -118.2805)",33.9533,-118.2805,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,2230,22,19,Mission,"(34.23, -118.4553)",34.2199,-118.4553,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,540,5,19,Mission,"(34.2718, -118.4589)",34.2199,-118.4589,ASSAULT,Assault
1/2/2013,12/30/2012,12,30,2012,2230,22,19,Mission,"(34.2165, -118.4636)",34.2235,-118.4636,ASSAULT,Assault
7/20/2013,11/10/2012,11,10,2012,800,8,19,Mission,"(34.216, -118.4678)",34.2282,-118.4678,ASSAULT,Assault
1/12/2016,1/11/2012,1,11,2012,1130,11,19,Mission,"(34.2155, -118.4287)",34.0473,-118.4287,ASSAULT,Assault
1/16/2013,12/23/2012,12,23,2012,2125,21,20,Olympic,"(34.0473, -118.2916)",34.0712,-118.2916,ASSAULT,Assault
10/10/2014,5/1/2012,5,1,2012,800,8,20,Olympic,"(34.0712, -118.3017)",34.0636,-118.3017,ASSAULT,Assault
12/10/2015,7/1/2012,7,1,2012,1200,12,20,Olympic,"(34.0463, -118.3041)",34.201,-118.3041,ASSAULT,Assault
1/27/2013,12/20/2012,12,20,2012,1430,14,21,Topanga,"(34.1829, -118.6077)",34.1906,-118.6077,ASSAULT,Assault
1/4/2013,1/4/2012,1,4,2012,1615,16,18,Southeast,"(33.9247, -118.2717)",33.9311,-118.2717,ROBBERY FROM STREET,Robbery from street
2/3/2013,2/3/2012,2,3,2012,100,1,18,Southeast,"(33.9456, -118.2739)",33.9556,-118.2739,ROBBERY FROM STREET,Robbery from street
1/2/2013,12/30/2012,12,30,2012,1030,10,1,Central,"(34.0601, -118.2386)",34.0454,-118.2386,ASSAULT,Assault
1/5/2013,12/31/2012,12,31,2012,1710,17,1,Central,"(34.0435, -118.2427)",34.0442,-118.2427,ASSAULT,Assault
1/5/2013,12/27/2012,12,27,2012,1400,14,1,Central,"(34.0442, -118.2439)",34.0481,-118.2439,ASSAULT,Assault
5/23/2013,5/23/2012,5,23,2012,715,7,1,Central,"(34.053, -118.2548)",34.055,-118.2548,ASSAULT,Assault
10/13/2013,10/11/2012,10,11,2012,1215,12,1,Central,"(34.0366, -118.2578)",34.032,-118.2578,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,2245,22,2,Rampart,"(34.0609, -118.26)",34.061,-118.26,ASSAULT,Assault
1/9/2013,12/13/2012,12,13,2012,700,7,2,Rampart,"(34.0616, -118.2586)",34.0576,-118.2586,ASSAULT,Assault
1/14/2013,1/10/2012,1,10,2012,1300,13,2,Rampart,"(34.063, -118.2727)",34.0636,-118.2727,ASSAULT,Assault
2/6/2013,12/31/2012,12,31,2012,1045,10,2,Rampart,"(34.0609, -118.26)",34.0535,-118.26,ASSAULT,Assault
2/11/2013,12/17/2012,12,17,2012,2100,21,2,Rampart,"(34.0558, -118.2609)",34.0512,-118.2609,ASSAULT,Assault
2/15/2013,12/16/2012,12,16,2012,2230,22,2,Rampart,"(34.0649, -118.2797)",34.0544,-118.2797,ASSAULT,Assault
2/21/2013,2/20/2012,2,20,2012,2130,21,2,Rampart,"(34.0444, -118.2809)",34.0691,-118.2809,ASSAULT,Assault
1/1/2013,12/30/2012,12,30,2012,2200,22,3,Southwest,"(34.0278, -118.2915)",34.0313,-118.2915,ASSAULT,Assault
1/3/2013,12/20/2012,12,20,2012,735,7,3,Southwest,"(34.011, -118.3351)",34.0109,-118.3351,ASSAULT,Assault
1/9/2013,10/1/2012,10,1,2012,1200,12,3,Southwest,"(34.0295, -118.3395)",34.0055,-118.3395,ASSAULT,Assault
1/17/2013,11/15/2012,11,15,2012,1900,19,3,Southwest,"(34.0178, -118.3067)",34.0109,-118.3067,ASSAULT,Assault
1/23/2013,11/9/2012,11,9,2012,755,7,3,Southwest,"(34.0173, -118.3224)",34.0133,-118.3224,ASSAULT,Assault
1/23/2013,1/23/2012,1,23,2012,1040,10,3,Southwest,"(34.0085, -118.3089)",34.0133,-118.3089,ASSAULT,Assault
1/27/2013,1/27/2012,1,27,2012,145,1,3,Southwest,"(34.0302, -118.3635)",34.0274,-118.3635,ASSAULT,Assault
1/27/2013,1/27/2012,1,27,2012,145,1,3,Southwest,"(34.0302, -118.3635)",34.0109,-118.3635,ASSAULT,Assault
1/30/2013,4/1/2012,4,1,2012,1,0,3,Southwest,"(34.0155, -118.3002)",34.006,-118.3002,ASSAULT,Assault
2/3/2013,2/3/2012,2,3,2012,750,7,3,Southwest,"(34.0291, -118.2981)",33.998,-118.2981,ASSAULT,Assault
2/10/2013,11/12/2012,11,12,2012,2300,23,3,Southwest,"(34.0295, -118.3351)",34.0099,-118.3351,ASSAULT,Assault
2/19/2013,12/1/2012,12,1,2012,800,8,3,Southwest,"(34.0297, -118.3248)",34.0037,-118.3248,ASSAULT,Assault
4/19/2013,11/15/2012,11,15,2012,2000,20,3,Southwest,"(34.0183, -118.3504)",34.0256,-118.3504,ASSAULT,Assault
7/11/2013,11/10/2012,11,10,2012,2000,20,3,Southwest,"(34.0326, -118.346)",34.0256,-118.346,ASSAULT,Assault
7/11/2014,6/14/2012,6,14,2012,1520,15,3,Southwest,"(34.0174, -118.3349)",34.0111,-118.3349,ASSAULT,Assault
2/11/2013,11/9/2012,11,9,2012,1320,13,4,Hollenbeck,"(34.0702, -118.188)",34.0907,-118.188,ASSAULT,Assault
7/11/2013,6/26/2012,6,26,2012,1,0,4,Hollenbeck,"(34.0591, -118.1965)",34.0502,-118.1965,ASSAULT,Assault
12/9/2013,10/1/2012,10,1,2012,1200,12,4,Hollenbeck,"(34.0834, -118.2147)",34.0676,-118.2147,ASSAULT,Assault
1/8/2013,12/22/2012,12,22,2012,1500,15,5,Harbor,"(33.7279, -118.288)",33.7888,-118.288,ASSAULT,Assault
1/24/2013,11/28/2012,11,28,2012,1500,15,5,Harbor,"(33.7799, -118.2648)",33.7768,-118.2648,ASSAULT,Assault
3/4/2013,2/24/2012,2,24,2012,1845,18,5,Harbor,"(33.8419, -118.3066)",33.7288,-118.3066,ASSAULT,Assault
3/4/2013,2/24/2012,2,24,2012,1845,18,5,Harbor,"(33.8419, -118.3066)",33.8663,-118.3066,ASSAULT,Assault
3/5/2013,12/4/2012,12,4,2012,2315,23,5,Harbor,"(33.7234, -118.288)",33.8663,-118.288,ASSAULT,Assault
1/2/2013,12/31/2012,12,31,2012,1215,12,6,Hollywood,"(34.1016, -118.3417)",34.1016,-118.3417,ASSAULT,Assault
1/5/2013,12/12/2012,12,12,2012,15,0,6,Hollywood,"(34.0926, -118.3212)",34.1175,-118.3212,ASSAULT,Assault
1/11/2013,12/28/2012,12,28,2012,130,1,6,Hollywood,"(34.0998, -118.3267)",34.0998,-118.3267,ASSAULT,Assault
1/22/2013,2/1/2012,2,1,2012,1030,10,6,Hollywood,"(34.0908, -118.3223)",34.116,-118.3223,ASSAULT,Assault
1/25/2013,12/30/2012,12,30,2012,300,3,6,Hollywood,"(34.1018, -118.305)",34.1016,-118.305,ASSAULT,Assault
5/19/2013,12/25/2012,12,25,2012,230,2,6,Hollywood,"(34.098, -118.3469)",34.1053,-118.3469,ASSAULT,Assault
5/25/2013,12/16/2012,12,16,2012,2300,23,6,Hollywood,"(34.1016, -118.331)",34.0835,-118.331,ASSAULT,Assault
12/24/2013,6/15/2012,6,15,2012,1730,17,6,Hollywood,"(34.0998, -118.3267)",34.0971,-118.3267,ASSAULT,Assault
4/4/2015,4/4/2012,4,4,2012,320,3,6,Hollywood,"(34.1016, -118.3387)",34.0871,-118.3387,ASSAULT,Assault
9/2/2015,12/2/2012,12,2,2012,200,2,6,Hollywood,"(34.1016, -118.3267)",34.0399,-118.3267,ASSAULT,Assault
1/3/2013,12/29/2012,12,29,2012,300,3,7,Wilshire,"(34.0459, -118.3374)",34.0838,-118.3374,ASSAULT,Assault
1/15/2013,12/16/2012,12,16,2012,1300,13,7,Wilshire,"(34.0384, -118.3618)",34.0497,-118.3618,ASSAULT,Assault
1/24/2013,1/24/2012,1,24,2012,1125,11,7,Wilshire,"(34.0478, -118.3686)",34.0649,-118.3686,ASSAULT,Assault
1/25/2013,1/25/2012,1,25,2012,1050,10,7,Wilshire,"(34.0563, -118.3313)",34.0838,-118.3313,ASSAULT,Assault
1/31/2013,5/2/2012,5,2,2012,730,7,7,Wilshire,"(34.0666, -118.3614)",34.0838,-118.3614,ASSAULT,Assault
2/11/2013,8/23/2012,8,23,2012,2000,20,7,Wilshire,"(34.0715, -118.3764)",34.0558,-118.3764,ASSAULT,Assault
2/20/2013,12/8/2012,12,8,2012,2000,20,7,Wilshire,"(34.0579, -118.3627)",34.0761,-118.3627,ASSAULT,Assault
12/19/2013,5/31/2012,5,31,2012,900,9,7,Wilshire,"(34.0708, -118.3563)",34.0428,-118.3563,ASSAULT,Assault
7/18/2013,10/22/2012,10,22,2012,850,8,8,West LA,"(34.031, -118.411)",34.0608,-118.411,ASSAULT,Assault
8/7/2013,12/21/2012,12,21,2012,1600,16,8,West LA,"(34.0456, -118.3917)",34.0297,-118.3917,ASSAULT,Assault
1/5/2013,1/5/2012,1,5,2012,1330,13,9,Van Nuys,"(34.1264, -118.4034)",34.1939,-118.4034,ASSAULT,Assault
2/5/2013,12/11/2012,12,11,2012,830,8,9,Van Nuys,"(34.1722, -118.429)",34.1961,-118.429,ASSAULT,Assault
8/29/2014,8/29/2012,8,29,2012,600,6,9,Van Nuys,"(34.2057, -118.464)",34.2085,-118.464,ASSAULT,Assault
8/29/2014,8/29/2012,8,29,2012,600,6,9,Van Nuys,"(34.2057, -118.464)",34.194,-118.464,ASSAULT,Assault
8/29/2014,8/29/2012,8,29,2012,600,6,9,Van Nuys,"(34.2057, -118.464)",34.1509,-118.464,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,2225,22,10,West Valley,"(34.1939, -118.4924)",34.2084,-118.4924,ASSAULT,Assault
1/2/2013,12/12/2012,12,12,2012,1200,12,10,West Valley,"(34.1775, -118.536)",34.1839,-118.536,ASSAULT,Assault
1/21/2013,1/20/2012,1,20,2012,130,1,10,West Valley,"(34.2201, -118.5214)",34.1749,-118.5214,ASSAULT,Assault
3/21/2013,9/7/2012,9,7,2012,1600,16,10,West Valley,"(34.1723, -118.5033)",34.2048,-118.5033,ASSAULT,Assault
3/26/2013,5/16/2012,5,16,2012,1200,12,10,West Valley,"(34.1957, -118.4749)",34.2012,-118.4749,ASSAULT,Assault
4/17/2013,11/1/2012,11,1,2012,800,8,11,Northeast,"(34.1124, -118.2492)",34.108,-118.2492,ASSAULT,Assault
5/11/2013,5/11/2012,5,11,2012,2030,20,11,Northeast,"(34.0725, -118.2459)",34.0725,-118.2459,ASSAULT,Assault
5/11/2013,5/11/2012,5,11,2012,2030,20,11,Northeast,"(34.0725, -118.2459)",34.1077,-118.2459,ASSAULT,Assault
1/31/2014,5/8/2012,5,8,2012,845,8,11,Northeast,"(34.0778, -118.2567)",34.1227,-118.2567,ASSAULT,Assault
6/17/2014,8/20/2012,8,20,2012,1200,12,11,Northeast,"(34.1194, -118.1889)",34.0832,-118.1889,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,5,0,12,77th Street,"(33.9665, -118.2608)",34.0017,-118.2608,ASSAULT,Assault
1/1/2013,12/30/2012,12,30,2012,1830,18,12,77th Street,"(33.9892, -118.2915)",33.9637,-118.2915,ASSAULT,Assault
1/3/2013,12/31/2012,12,31,2012,2100,21,12,77th Street,"(33.981, -118.2914)",33.9691,-118.2914,ASSAULT,Assault
1/5/2013,1/4/2012,1,4,2012,2125,21,12,77th Street,"(33.9951, -118.2937)",33.9643,-118.2937,ASSAULT,Assault
1/5/2013,1/4/2012,1,4,2012,2045,20,12,77th Street,"(33.9854, -118.3279)",33.9806,-118.3279,ASSAULT,Assault
1/17/2013,10/24/2012,10,24,2012,1630,16,12,77th Street,"(33.9625, -118.2871)",33.9737,-118.2871,ASSAULT,Assault
1/18/2013,1/17/2012,1,17,2012,1700,17,12,77th Street,"(33.9834, -118.287)",33.9914,-118.287,ASSAULT,Assault
1/19/2013,11/8/2012,11,8,2012,900,9,12,77th Street,"(33.9512, -118.31)",33.9601,-118.31,ASSAULT,Assault
1/19/2013,11/8/2012,11,8,2012,900,9,12,77th Street,"(33.9512, -118.31)",33.9762,-118.31,ASSAULT,Assault
1/19/2013,11/8/2012,11,8,2012,900,9,12,77th Street,"(33.9512, -118.31)",33.977,-118.31,ASSAULT,Assault
1/30/2013,1/25/2012,1,25,2012,15,0,12,77th Street,"(33.973, -118.2652)",33.9737,-118.2652,ASSAULT,Assault
1/30/2013,1/25/2012,1,25,2012,15,0,12,77th Street,"(33.973, -118.2652)",33.9892,-118.2652,ASSAULT,Assault
2/7/2013,11/17/2012,11,17,2012,1500,15,12,77th Street,"(33.9764, -118.3236)",33.9703,-118.3236,ASSAULT,Assault
3/21/2013,3/20/2012,3,20,2012,2100,21,12,77th Street,"(33.9818, -118.3279)",33.9855,-118.3279,ASSAULT,Assault
4/22/2013,12/1/2012,12,1,2012,1,0,12,77th Street,"(33.9656, -118.2575)",33.9965,-118.2575,ASSAULT,Assault
7/1/2013,6/30/2012,6,30,2012,1,0,12,77th Street,"(33.9646, -118.2717)",33.9851,-118.2717,ASSAULT,Assault
8/1/2013,11/1/2012,11,1,2012,1,0,12,77th Street,"(33.9837, -118.3309)",34.0027,-118.3309,ASSAULT,Assault
8/22/2013,10/1/2012,10,1,2012,1700,17,12,77th Street,"(33.9974, -118.2813)",33.9747,-118.2813,ASSAULT,Assault
9/13/2013,9/13/2012,9,13,2012,130,1,12,77th Street,"(33.997, -118.3113)",33.9718,-118.3113,ASSAULT,Assault
3/15/2014,7/3/2012,7,3,2012,2330,23,12,77th Street,"(33.97, -118.3308)",33.9957,-118.3308,ASSAULT,Assault
1/2/2013,12/31/2012,12,31,2012,2100,21,13,Newton,"(33.9938, -118.2411)",33.9934,-118.2411,ASSAULT,Assault
1/4/2013,12/4/2012,12,4,2012,1400,14,13,Newton,"(34.0187, -118.2726)",34.0093,-118.2726,ASSAULT,Assault
1/31/2013,5/18/2012,5,18,2012,1000,10,13,Newton,"(33.9906, -118.2783)",33.9774,-118.2783,ASSAULT,Assault
4/14/2014,4/13/2012,4,13,2012,1300,13,13,Newton,"(33.9911, -118.2547)",34.0057,-118.2547,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,1815,18,14,Pacific,"(34.0257, -118.451)",33.9348,-118.451,ASSAULT,Assault
1/1/2013,12/31/2012,12,31,2012,1935,19,14,Pacific,"(33.9527, -118.3859)",33.9959,-118.3859,ASSAULT,Assault
1/28/2013,11/30/2012,11,30,2012,1505,15,14,Pacific,"(33.9994, -118.442)",33.9677,-118.442,ASSAULT,Assault
3/19/2013,11/8/2012,11,8,2012,1340,13,14,Pacific,"(33.9695, -118.4029)",33.9471,-118.4029,ASSAULT,Assault
3/24/2013,3/24/2012,3,24,2012,1810,18,14,Pacific,"(34.0219, -118.4094)",33.9805,-118.4094,ASSAULT,Assault
4/24/2013,9/7/2012,9,7,2012,1530,15,14,Pacific,"(33.9958, -118.4427)",33.9988,-118.4427,ASSAULT,Assault
4/30/2013,4/30/2012,4,30,2012,950,9,14,Pacific,"(33.984, -118.4024)",34.0215,-118.4024,ASSAULT,Assault
5/11/2013,12/1/2012,12,1,2012,1130,11,14,Pacific,"(33.9988, -118.436)",33.9949,-118.436,ASSAULT,Assault
8/20/2013,12/9/2012,12,9,2012,200,2,14,Pacific,"(33.9926, -118.4744)",33.9832,-118.4744,ASSAULT,Assault
8/15/2014,12/24/2012,12,24,2012,2030,20,14,Pacific,"(33.9979, -118.4154)",33.9433,-118.4154,ASSAULT,Assault
2/7/2013,12/22/2012,12,22,2012,1300,13,15,N Hollywood,"(34.1576, -118.379)",34.1667,-118.379,ASSAULT,Assault
3/19/2013,3/19/2012,3,19,2012,1950,19,15,N Hollywood,"(34.1903, -118.3703)",34.1867,-118.3703,ASSAULT,Assault
4/3/2013,4/3/2012,4,3,2012,1520,15,15,N Hollywood,"(34.2009, -118.3941)",34.1649,-118.3941,ASSAULT,Assault
4/19/2013,11/11/2012,11,11,2012,1,0,15,N Hollywood,"(34.1704, -118.4019)",34.2085,-118.4019,ASSAULT,Assault
5/18/2013,3/1/2012,3,1,2012,1700,17,15,N Hollywood,"(34.1867, -118.4137)",34.2081,-118.4137,ASSAULT,Assault
7/30/2013,7/30/2012,7,30,2012,900,9,15,N Hollywood,"(34.1649, -118.3965)",34.1608,-118.3965,ASSAULT,Assault
9/30/2013,7/14/2012,7,14,2012,1300,13,15,N Hollywood,"(34.1903, -118.39)",34.1563,-118.39,ASSAULT,Assault
6/5/2016,6/5/2012,6,5,2012,2240,22,15,N Hollywood,"(34.1813, -118.3731)",34.2672,-118.3731,ASSAULT,Assault
2/12/2013,5/13/2012,5,13,2012,1400,14,16,Foothill,"(34.2541, -118.2886)",34.2139,-118.2886,ASSAULT,Assault
3/5/2013,12/19/2012,12,19,2012,1945,19,16,Foothill,"(34.2561, -118.4159)",34.2103,-118.4159,ASSAULT,Assault
5/2/2013,10/12/2012,10,12,2012,1630,16,16,Foothill,"(34.2094, -118.3634)",34.2085,-118.3634,ASSAULT,Assault
5/20/2013,6/1/2012,6,1,2012,1200,12,17,Devonshire,"(34.2255, -118.5333)",34.2326,-118.5333,ASSAULT,Assault
2/26/2014,1/20/2012,1,20,2012,1200,12,17,Devonshire,"(34.2589, -118.5006)",34.2384,-118.5006,ASSAULT,Assault
1/2/2013,12/6/2012,12,6,2012,400,4,18,Southeast,"(33.9401, -118.2761)",33.9601,-118.2761,ASSAULT,Assault
1/9/2013,1/8/2012,1,8,2012,1245,12,18,Southeast,"(33.9295, -118.2462)",33.9442,-118.2462,ASSAULT,Assault
2/2/2013,10/16/2012,10,16,2012,1300,13,18,Southeast,"(33.9586, -118.2739)",33.9563,-118.2739,ASSAULT,Assault
3/1/2013,2/28/2012,2,28,2012,2050,20,18,Southeast,"(33.9357, -118.2652)",33.9237,-118.2652,ASSAULT,Assault
9/22/2013,9/22/2012,9,22,2012,1000,10,18,Southeast,"(33.9065, -118.2914)",33.941,-118.2914,ASSAULT,Assault
11/10/2014,4/3/2012,4,3,2012,1300,13,18,Southeast,"(33.9601, -118.2881)",33.9446,-118.2881,ASSAULT,Assault
1/2/2013,12/30/2012,12,30,2012,2200,22,19,Mission,"(34.2247, -118.4655)",34.2248,-118.4655,ASSAULT,Assault
1/2/2013,12/31/2012,12,31,2012,1315,13,19,Mission,"(34.23, -118.4553)",34.3256,-118.4553,ASSAULT,Assault
1/2/2013,12/31/2012,12,31,2012,1315,13,19,Mission,"(34.23, -118.4553)",34.3251,-118.4553,ASSAULT,Assault
1/2/2013,12/31/2012,12,31,2012,1900,19,19,Mission,"(34.3083, -118.4293)",34.2987,-118.4293,ASSAULT,Assault
1/3/2013,10/15/2012,10,15,2012,1500,15,19,Mission,"(34.2462, -118.4523)",34.2283,-118.4523,ASSAULT,Assault
1/3/2013,1/3/2012,1,3,2012,1620,16,19,Mission,"(34.2537, -118.4674)",34.2286,-118.4674,ASSAULT,Assault
1/24/2013,11/5/2012,11,5,2012,1200,12,19,Mission,"(34.2855, -118.4561)",34.2399,-118.4561,ASSAULT,Assault
2/5/2013,12/6/2012,12,6,2012,100,1,19,Mission,"(34.2385, -118.4293)",34.228,-118.4293,ASSAULT,Assault
3/1/2013,10/1/2012,10,1,2012,1730,17,19,Mission,"(34.3088, -118.4532)",34.3,-118.4532,ASSAULT,Assault
3/27/2013,6/1/2012,6,1,2012,1200,12,19,Mission,"(34.3129, -118.4373)",34.2414,-118.4373,ASSAULT,Assault
3/27/2013,6/1/2012,6,1,2012,1600,16,19,Mission,"(34.3243, -118.447)",34.2215,-118.447,ASSAULT,Assault
4/8/2013,4/7/2012,4,7,2012,1550,15,19,Mission,"(34.233, -118.4386)",34.2355,-118.4386,ASSAULT,Assault
4/23/2013,12/1/2012,12,1,2012,1,0,19,Mission,"(34.2894, -118.4508)",34.2372,-118.4508,ASSAULT,Assault
4/29/2013,4/28/2012,4,28,2012,2100,21,19,Mission,"(34.23, -118.4536)",34.2199,-118.4536,ASSAULT,Assault
5/3/2013,5/5/2012,5,5,2012,2245,22,19,Mission,"(34.2963, -118.4124)",34.2355,-118.4124,ASSAULT,Assault
5/14/2013,1/1/2012,1,1,2012,1200,12,19,Mission,"(34.3011, -118.4672)",34.2283,-118.4672,ASSAULT,Assault
6/5/2013,8/1/2012,8,1,2012,800,8,19,Mission,"(34.2318, -118.4553)",34.2226,-118.4553,ASSAULT,Assault
6/5/2013,8/1/2012,8,1,2012,800,8,19,Mission,"(34.23, -118.4536)",34.2215,-118.4536,ASSAULT,Assault
7/8/2013,10/27/2012,10,27,2012,200,2,19,Mission,"(34.2975, -118.4495)",34.2336,-118.4495,ASSAULT,Assault
1/12/2013,12/25/2012,12,25,2012,330,3,20,Olympic,"(34.0588, -118.2842)",34.0691,-118.2842,ASSAULT,Assault
2/11/2013,10/1/2012,10,1,2012,2300,23,20,Olympic,"(34.0577, -118.3053)",34.0635,-118.3053,ASSAULT,Assault
3/9/2013,3/8/2012,3,8,2012,400,4,20,Olympic,"(34.0508, -118.2877)",34.069,-118.2877,ASSAULT,Assault
